RPTID	YR	NAME	OPID	OSTREET	OCITY	OCOUNTY	OSTATE	OZIP	HSTREET	HCITY	HCOUNTY	HSTATE	HZIP	STOP	T1M1_1	T1M1_2	T1M1_3	T1M1_4	T1M1_5	T1M1_6	T1M1_7	T1M1T	T1M2_1	T1M2_2	T1M2_3	T1M2_4	T1M2_5	T1M2_6	T1M2_7	T1M2T	G1M1_1	G1M1_2	G1M1_3	G1M1_4	G1M1_5	G1M1_6	G1M1_7	G1M1T	G1M2_1	G1M2_2	G1M2_3	G1M2_4	G1M2_5	G1M2_6	G1M2_7	G1M2T	T2M1_1	T2M1_2	T2M1_3	T2M1_4	T2M1_5	T2M1_6	T2M1T	T2M2_1	T2M2_2	T2M2_3	T2M2_4	T2M2_5	T2M2_6	T2M2T	G2M1_1	G2M1_2	G2M1_3	G2M1_4	G2M1_5	G2M1_6	G2M1T	G2M2_1	G2M2_2	G2M2_3	G2M2_4	G2M2_5	G2M2_6	G2M2T	STOT_1	STOT_2	STOT_3	STOT_4	STOT_5	STOT_6	TOTT	CTC1	CTC2	CGC1	CGC2	CTOF1	CTOF2	CGOF1	CGOF2	CTCD1	CTCD2	CGCD1	CGCD2	CTO1	CTO2	CGO1	CGO2	KNLKT	KNLKG	DTON	DTOFF	DTOUT	DGON	DGOFF	DGOUT	DOR	DOE
20000301	2000	AJAX PIPELINE CO	144	900 PENNSYLVANIA AVENUE	CHARLESTON		WV	25302						WV	2	1	2	2	0	20	0	27	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	13	0	0	0	0	0	0	0	0	0	5	22	0	0	0	27	0	0	0	0	0	0	0	0	13	0	0	0	0	13	0	0	0	0	0	0	0	0	18	22	0	0	0	40	1	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	02/27/01	03/05/01
20000302	2000	BIG TWO MILE GAS CO	1432	900 PENNSYLVANIA AVENUE	CHARLESTON	KANAWHA	WV	25302						WV	0	0	0	0	0	7	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	7	0	0	0	0	7	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	10	0	0	0	0	10	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	02/27/01	03/05/01
20000303	2000	VALLEY PIPELINE LLP	31210	3027 MARINA BAY DRIVE #20	LEAGUE CITY	GALVESTON	TX	77573						TX	0	9	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	02/28/01	03/05/01
20000304	2000	PETROLEUM FUELS CO	15454	3027 MARINA BAY DR. 205	LEAGUE CITY	GALVESTON                	TX	77573						TX	0	6	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	02/28/01	03/05/01
20000305	2000	OCCIDENTAL CHEMICAL CORP	30544	1657 RIVER ROAD	NEW CASTLE	NEW CASTLE	DE	19720	P.O. BOX 809050	DALLAS		TX	75380	DE	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	02/27/01	03/05/01
20000306	2000	OCCIDENTAL CHEMICAL CORP	30544	1657 RIVER ROAD	NEW CASTLE	NEW CASTLE	DE	19720	P.O. BOX 809050	DALLAS		TX	75380	DE	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	02/27/01	03/06/01
20000307	2000	SARGENT GAS GATHERING SYSTEM	18120	8010 SUNNYVALE FOREST	HOUSTON	HARRIS	TX	77088						TX	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	12	0	0	0	0	12	0	0	0	0	0	0	0	0	12	3	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	02/27/01	03/06/01
20000308	2000	EL PASO PRODUCTION CO 	31396	PO BOX 1513	HOUSTON	HARRIS	TX	77251-    						TX LA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	1	0	0	0	13	0	0	0	0	0	0	0	0	12	1	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	02/27/01	03/06/01
20000309	2000	STATELINE GAS GATHERING CO	18621	PO BOX 1513	HOUSTON	HARRIS	TX	77251-    	PO BOX 1513	HOUSTON		TX	77251	TX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	02/27/01	03/06/01
20000310	2000	POGO ONSHORE PIPELINE CO 	31359	801 CHERRY STREET #1040	FORT WORTH	TARRANT                  	TX	76102	5 GREENWAY PLAZA #2700	HOUSTON		TX	77252	TX	50	24	45	2	0	2	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	120	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	120	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	02/27/01	03/06/01
20000311	2000	EAGLE NATURAL GAS CO	31441	3355 W ALABAMA #950	HOUSTON		TX	77098-    						 LA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	11	0	0	0	19	0	0	0	0	0	0	0	0	8	11	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	02/27/01	04/06/01
20000312	2000	"BP EXPLORATION ( ALASKA), INC"	1541	BOX 196612	ANCHORAGE		AK	99519						AK	0	0	0	11	0	0	0	11	0	6	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	11	0	0	6	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	02/27/01	03/07/01
20000313	2000	BAIDEN GAS CO	1038	RT 5 BOX 4881	LOUISA	MARTIN	KY	41230	P.O. BOX 1086	SALEM		IL	62881	KY	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	02/27/01	03/07/01
20000314	2000	DOUGLAS PIPELINE CO	31442	219 MEADOWOOD DRIVE	ANDERSON		SC	29626-    						SC	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	02/27/01	03/07/01
20000315	2000	CLINTON - NEWBERRY NATURAL GAS AUTH	2512	SPRINGDALE DR	CLINTON	LAURENS	SC	29325	P.O. BOX 511	CLINTON		SC	29325	SC	0	163	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	133	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	133	0	0	0	163	13	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	02/27/01	03/07/01
20000316	2000	GREER COMMISSION OF PUBLIC WORKS	2651	301 MCCALL STREET	GREER	GREENVILLE	SC	29651						SC	0	52	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	27	15	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	27	15	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	02/27/01	03/07/01
20000317	2000	PIEDMONT NATURAL GAS CO INC	15518	1915 REXFORD ROAD	CHARLOTTE	MECKLENBURG	NC	28211						 SC	0	88	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	54	19	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	54	19	0	0	88	1	0	0	0	2	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	02/27/01	03/07/01
20000318	2000	SOUTH CAROLINA ELECTRIC & GAS CO	18408	440 KNOX ABBOTT DR #550	CAYCE	LEXINGTON	SC	29033	1400 MAIN STREET	COLUMBIA	RICHLAND	SC	29201	SC	0	27	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	16	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	16	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	02/27/01	03/07/01
20000319	2000	SOUTH CAROLINA PIPELINE CORP	25169	105 NEW WAY ROAD	COLUMBIA	RICHLAND	SC	29223	PO BOX 102407	COLUMBIA	RICHLAND	SC	29224	SC	0	1947	0	0	0	0	0	1947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	368	963	615	1	0	1947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	368	963	615	1	0	1947	0	0	0	0	2	0	0	0	12	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	02/27/01	03/07/01
20000320	2000	"LAS CRUCES, CITY OF"	11240	680 NORTH MOTEL BLVD	LAS CRUCES	DONA ANA	NM	88005						NM	0	26	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	11	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	11	0	0	26	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	02/27/01	03/07/01
20000321	2000	LAUREL FUEL CO	11251	PO BOX 9998	JACKSON	HINDS	MS	39286						MS	0	58	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	58	0	0	0	58	0	0	0	0	0	0	0	0	17	3	3	0	0	23	0	0	0	0	0	0	0	0	17	61	3	0	0	81	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	02/27/01	03/07/01
20000322	2000	STERLING PIPELINE 1987B LIMITED	30746	"4631 N.W. 31ST AVE., #136"	FORT LAUDERDALE	BROWARD	FL	33309						TX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	23	0	0	0	0	0	0	0	0	0	23	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	02/27/01	03/07/01
20000323	2000	"MATRIX OIL & GAS, INC."	30064	71683 RIVERSIDE DRIVE	COVINGTON	ST. TAMMANY	LA	70433						 LA TX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	35	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	13	18	4	0	0	35	0	13	18	6	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	02/27/01	03/07/01
20000324	2000	NORA TRANSMISSION COMPANY	30853	748 NORTH LAKE DR	PRESTONSBURG	FLOYD	KY	41653	"ONE OXFORD CTR, #3300"	PITTSBURGH	ALLEGHENY	PA	15219	VA	0	4	12	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	16	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	02/27/01	03/07/01
20000325	2000	SIPCO GAS TRANSMISSION CORP	18340	"1100 LOUISIANA ST, #350"	HOUSTON		TX	77002						TX	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	02/27/01	03/08/01
20000326	2000	MISSISSIPPI VALLEY GAS	12582	711 WEST CAPITOL STREET	JACKSON	HINDS	MS	39207						MS	0	346	0	0	0	0	0	346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	331	11	0	0	346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	331	11	0	0	346	2	0	0	0	2	0	0	0	12	0	0	0	25	0	0	0	13	0	0	0	0	0	0	0	02/27/01	03/08/01
20000327	2000	HOGAN PIPELINE CORP	7301	301 WALL ST	COLUMBIA	CALDWELL	LA	71418						LA	0	10	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	02/27/01	03/08/01
20000328	2000	TEXAS SOUTHEASTERN GAS GATHERING CO.	30721	PO BOX 38	BELLVILLE	AUSTIN	TX	77418	"1177 WEST LOOP SOUTH, SUI"	HOUSTON		TX	77027	LA	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	02/27/01	03/08/01
20000330	2000	LENOX MUNICIPAL GAS SYSTEM	11384	200 S. MAIN	LENOX	TAYLOR	IA	50851						IA	0	20	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	02/28/01	03/08/01
20000331	2000	CLEARFIELD MUNICIPAL GAS SYSTEM	2480	CITY HALL	CLEARFIELD	TAYLOR	IA	50840						IA	0	7	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	02/27/01	03/08/01
20000332	2000	"O.I. AUBURN, INC. C/O DUFCO"	30951	7045 NTH DIVISION STREET	AUBURN	CAYUGA	NY	13021	"320 SOUTH BOSTON AVE, SUI"	TULSA		OK	74103	NY	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	25	33	0	0	0	58	0	0	0	0	0	0	0	0	25	36	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	02/27/01	03/08/01
20000334	2000	PENN - JERSEY PIPELINE CO	15245	ONE ELIZABETHTOWN PLAZA	UNION	UNION	NJ	07083	P.O. BOX 869	BRADFORD		VT	05033	PA NJ	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	02/27/01	03/08/01
20000335	2000	"MAGNUM GAS PIPELINE, INC."	30065	330 MARSHALL ST. #96	SHREVEPORT	CADDO	LA	71101						LA	0	11	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	03/02/01	03/08/01
20000336	2000	I P INVESTMENT HOLDINGS LTD	8322	P.O.BOX 5870	PINEVILLE		LA	71361	6400 POPLAR AVE INTL PLAC	MEMPHIS		TN	38138	LA	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	03/02/01	03/08/01
20000337	2000	HGI CORPORATION	30604	"10565 KATY FREEWAY, SUITE"	HOUSTON	HARRIS	TX	77002						TX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	03/02/01	03/08/01
20000338	2000	KELLEY OIL CORP	31230	601 JEFFERSON ST #1100	SHREVEPORT		LA	71101						LA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	7	0	0	0	0	0	0	0	0	0	7	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	03/02/01	03/08/01
20000339	2000	HICKORY HILL LLC 	31376	333 TEXAS ST #2020	SHREVEPORT		LA	71101						LA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	5	0	0	0	0	0	0	0	0	0	5	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	03/02/01	03/08/01
20000340	2000	CONCORD GAS INTERSTATE	31229	333 TEXAS ST SUITE 1425	SHREVEPORT	CADDO	LA	71101	601 JEFFERSON SUITE 1100	HOUSTON		TX	77002	LA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	03/02/01	03/08/01
20000341	2000	BRAMMER ENGINEERING	31184	"333 TEXAS STREET, #1425"	SHREVEPORT	CADDO	LA							LA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	03/02/01	03/08/01
20000342	2000	"COMSTOCK OIL & GAS, INC"	1043	5300 TOWN COUNTRY 500	FRISCO	COLLIN	TX	75244						TX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	03/02/01	03/08/01
20000343	2000	WILLIAMS GAS PIPELINE - TRANSCO	19570	P.O. BOX 1396	HOUSTON	HARRIS	TX	77251						TX LA MS AL GA SC NC VA MD PA NJ NY	0	7132	0	0	0	0	0	7132	0	72	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	233	465	519	5896	7132	0	0	0	0	57	15	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	233	465	576	5911	7204	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	03/02/01	03/08/01
20000344	2000	"BRYAN, CITY OF"	30984	205 E 28TH ST	BRYAN 		TX	77803						TX	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	03/02/01	03/08/01
20000345	2000	"DYNEGY MIDSTREAM SERVICES, L.P."	22175	810 LOWRY HWY	GRAHAM	YOUNG	TX	76450	1000 LOUISIANA SUITE 5800	HOUSTON		TX	77002	TX	0	7	0	0	0	0	0	7	0	6	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	143	0	0	0	0	0	143	0	0	0	7	0	0	7	0	0	0	6	0	0	6	0	0	0	0	0	0	0	0	0	17	126	0	0	143	0	0	17	139	0	0	156	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	03/02/01	03/08/01
20000346	2000	"DYNEGY MIDSTREAM SERVICES, L.P."	22175	1399 DAVISON ROAD	SULPHUR		LA	70665	1000 LOUISIANA SUITE 5800	HOUSTON		TX	77002	LA	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	03/02/01	03/08/01
20000347	2000	GROVE MUNICIPAL SERVICES AUTHORITY	30563	P.O. BOX 451386	GROVE	DELAWARE	OK	74345	PO BOX 451386	GROVE	DELAWARE	OK	74345	OK	0	31	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	30	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	30	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	03/02/01	03/08/01
20000348	2000	ZIA NATURAL GAS CO	25000	PO DRAWER 888	RUIDOSO DOWNS		NM	88346	PO BOX 541	WORLAND	                         	WY	82401	NM	0	132	0	0	0	0	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	103	0	0	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	103	0	0	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	03/02/01	03/08/01
20000349	2000	GAS TRANSPORT INC	6222	1410 HOCKING ROAD	BELPRE	WASHINGTON	OH	45714	5640 LANCASTER-NEWARK RD.	PLEASANTVILLE		OH	43148	WV OH	7	34	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	27	1	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	27	1	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	03/02/01	03/08/01
20000350	2000	WEST TENNESSEE PUBLIC UTIL DIST	22434	14055 PARIS STREET	HUNTINGDON	CARROLL	TN	38344						TN	0	26	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	03/02/01	03/08/01
20000351	2000	USG INTERIORS INC	31127	850 NORTH BROADWAY	GREENVILLE	WASHINGTON	IL	38701	125 South Franklin Street - MS 156-031	CHICAGO		IL	60606	MS	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	03/02/01	03/08/01
